variant,temperature,corpus,sdg,weighted_attention,weighted_attention_share,hard_attention_share_if_available,difference_from_hard_if_available
corpus_calibrated_softmax,0.03,research,10,57711.878693,0.022688,0.006224,0.016464
corpus_calibrated_softmax,0.03,policy,10,18.88887,0.007691,0.000814,0.006877
corpus_calibrated_softmax,0.03,research,11,150000.089879,0.058969,0.077127,-0.018158
corpus_calibrated_softmax,0.03,policy,11,42.360413,0.017248,0.035423,-0.018175
corpus_calibrated_softmax,0.03,research,12,93053.92089,0.036582,0.037825,-0.001243
corpus_calibrated_softmax,0.03,policy,12,23.071468,0.009394,0.004479,0.004915
corpus_calibrated_softmax,0.03,research,13,58344.550566,0.022937,0.020028,0.002909
corpus_calibrated_softmax,0.03,policy,13,396.516768,0.161448,0.155537,0.005911
corpus_calibrated_softmax,0.03,research,14,126165.399727,0.049599,0.034446,0.015153
corpus_calibrated_softmax,0.03,policy,14,98.016992,0.039909,0.002036,0.037873
corpus_calibrated_softmax,0.03,research,15,123965.568884,0.048734,0.039452,0.009282
corpus_calibrated_softmax,0.03,policy,15,76.066743,0.030972,0.002443,0.028529
corpus_calibrated_softmax,0.03,research,16,240328.077083,0.09448,0.074819,0.019661
corpus_calibrated_softmax,0.03,policy,16,1010.753296,0.411545,0.125814,0.285731
corpus_calibrated_softmax,0.03,research,17,32749.481714,0.012875,0.008055,0.00482
corpus_calibrated_softmax,0.03,policy,17,228.108713,0.092878,0.593648,-0.50077
corpus_calibrated_softmax,0.05,research,1,58023.185884,0.022811,0.006102,0.016709
corpus_calibrated_softmax,0.05,policy,1,29.730521,0.012105,0.013844,-0.001739
corpus_calibrated_softmax,0.05,research,2,102133.543448,0.040152,0.030593,0.009559
corpus_calibrated_softmax,0.05,policy,2,64.862952,0.02641,0.006515,0.019895
corpus_calibrated_softmax,0.05,research,3,509104.642876,0.200144,0.2172,-0.017056
corpus_calibrated_softmax,0.05,policy,3,77.332335,0.031487,0.003257,0.02823
corpus_calibrated_softmax,0.05,research,4,311825.148664,0.122587,0.159668,-0.037081
corpus_calibrated_softmax,0.05,policy,4,66.368682,0.027023,0.000814,0.026209
corpus_calibrated_softmax,0.05,research,5,95175.987163,0.037416,0.022973,0.014443
corpus_calibrated_softmax,0.05,policy,5,88.536657,0.036049,0.007329,0.02872
corpus_calibrated_softmax,0.05,research,6,75701.308128,0.02976,0.025802,0.003958
