variant,temperature,sdg,research_weighted_mass,policy_weighted_mass,semantic_gap_cosine_distance_384d,hard_semantic_gap_if_available,difference_from_hard_if_available
corpus_calibrated_softmax,0.1,1,42245.966398,738.473389,0.353115,0.252615,0.1005
corpus_calibrated_softmax,0.1,2,105629.596976,912.377991,0.356373,0.324005,0.032368
corpus_calibrated_softmax,0.1,3,442913.597923,1947.654785,0.438434,0.423483,0.014951
corpus_calibrated_softmax,0.1,4,300917.759225,1679.922119,0.324545,0.286999,0.037546
corpus_calibrated_softmax,0.1,5,104631.518253,1612.555786,0.315547,0.248805,0.066742
corpus_calibrated_softmax,0.1,6,102891.379928,937.808472,0.476766,0.490501,-0.013735
corpus_calibrated_softmax,0.1,7,219297.773929,1216.530762,0.51439,0.497171,0.017219
corpus_calibrated_softmax,0.1,8,63360.920231,846.651672,0.328534,0.268977,0.059557
corpus_calibrated_softmax,0.1,9,144285.761773,1891.105591,0.230345,0.234052,-0.003707
corpus_calibrated_softmax,0.1,10,86467.537565,497.634827,0.599723,0.432173,0.16755
corpus_calibrated_softmax,0.1,11,141662.652978,1316.342529,0.469215,0.446761,0.022454
corpus_calibrated_softmax,0.1,12,83097.892693,739.663452,0.430127,0.424109,0.006018
corpus_calibrated_softmax,0.1,13,76318.744634,2062.016846,0.475709,0.528293,-0.052584
corpus_calibrated_softmax,0.1,14,142772.013032,1054.377441,0.513266,0.485219,0.028047
corpus_calibrated_softmax,0.1,15,149958.045215,1009.705322,0.466003,0.464658,0.001345
corpus_calibrated_softmax,0.1,16,256047.899173,4230.131836,0.459117,0.3228,0.136317
corpus_calibrated_softmax,0.1,17,81090.954861,1425.165527,0.44319,0.671478,-0.228288
corpus_calibrated_softmax,0.2,1,59265.287186,756.824097,0.434744,0.252615,0.182129
corpus_calibrated_softmax,0.2,2,112451.773092,926.872925,0.383956,0.324005,0.059951
corpus_calibrated_softmax,0.2,3,398603.860931,1938.54248,0.423745,0.423483,0.000262
corpus_calibrated_softmax,0.2,4,294493.722337,1694.864014,0.328912,0.286999,0.041913
corpus_calibrated_softmax,0.2,5,115817.603784,1631.252075,0.342796,0.248805,0.093991
corpus_calibrated_softmax,0.2,6,110822.333166,979.413452,0.490691,0.490501,0.00019
corpus_calibrated_softmax,0.2,7,208651.554323,1251.06311,0.507519,0.497171,0.010348
corpus_calibrated_softmax,0.2,8,75997.597935,834.674438,0.364387,0.268977,0.09541
corpus_calibrated_softmax,0.2,9,141866.91839,1802.154541,0.235451,0.234052,0.001399
corpus_calibrated_softmax,0.2,10,90268.31806,564.755859,0.578716,0.432173,0.146543
corpus_calibrated_softmax,0.2,11,139716.558821,1307.250244,0.467586,0.446761,0.020825
corpus_calibrated_softmax,0.2,12,91118.91173,788.844788,0.44878,0.424109,0.024671
corpus_calibrated_softmax,0.2,13,86274.995096,1955.498047,0.500077,0.528293,-0.028216
corpus_calibrated_softmax,0.2,14,142958.607494,1100.373535,0.513807,0.485219,0.028588
corpus_calibrated_softmax,0.2,15,151668.354039,1047.432373,0.475452,0.464658,0.010794
corpus_calibrated_softmax,0.2,16,236893.470581,4105.185547,0.445245,0.3228,0.122445
corpus_calibrated_softmax,0.2,17,86709.87484,1445.125366,0.456796,0.671478,-0.214682
